,REVIEW_COMMENT_MESSAGE,SENTIMENT
14854,recomendad ssimo chegou bem antes prazo excelente parab ns,1
14855,entrega super rapida antes prazo produto bom atende necessecidades,1
14856,produto entregue prazo material qualidade produto bonito,1
14857,loja boa postaguem r pida produto boa qualidade recomendo ...,1
14858,n gostei dessa loja primeiro produto 100 caps ofereceu vantagem 60 caps,1
14859,produto p ssima qualidade diferente anunciado tamb m produtos desse tipo corta luz al m disso dificuldade contato lannister devolver,0
14860,super recomendo chegou super rapido bem antes prazo esperado,1
14861,chegou antes prazo amei logo logo vou comprar outra,1
14862,recebi enquanto apenas jogo lencol jogo len ol casal king imperial 04 pe percal 180 fios ponto palito caqui,1
14863,cortina branca costura marrom costuras torta j comprei cortina nesse valor bom acabamento,0
14864,produto maravilhoso lindo demais timo custo.entrega antes prazo previsto.parabens baratheon 13 compro rel gios maravilhosos,1
14865,n esperava simples sistema rolamento horr vel peda cano falamos rolamento pensei prolema fica pendendo lados plataforma,0
14866,produto bom m entrega demorada passou prazo,1
14867,ficou faltando 02 luminarias fica entrega sendo pedido conta ok,0
14868,quero devolver produto n consigo site diz pulseira possui pederneira n dizer comprei 5 chegou apenas 1,0
14869,pedido dois produtos ... entregue apenas 1,0
14870,recebi produto incompleto faltou 01 item,0
14871,capinha parecia toda preta capinha celular grandes expectativas,1
14872,produto mostrado imagem dizia jeito acoplador retra compat vel c mbio prisma 1.4lt 2013 verdade veio manopla pino interno saindo at borda.desisti,1
14873,n produto estoque entraram contato comunicando ocorrido s n lembro valor pago j devolvido ...,1
14874,s q pedir n sabia q produto grande demais minh,1
14875,comprei intuito filha 1 ano 7 meses brincar achei material fraco valor entrega r pida sorriso filha valeu aquisi,1
14876,bom n passa nasa claridade luz produto perfeito,1
14877,gostei atendimento tudo ocorreu comforme combinad,1
14878,ainda n usei kit cartucho 711 pois cartuchos originais ainda n acabaram abri produto conferir parecem boa qualidade caso venha ter problema sei bem atendido,1
14879,entrega antes prazo previsto satisfeita produto,1
14880,produto entregue antes prazo previsto gostei excelente,1
14881,encantada latas s bonitas imaginava entrega r pida satisfeita compra,1
14882,produto tima qualidade veio faltando suporte utilizamos transferir transportar ventilador lugar outro,1
14883,produto boa qualidade chegou antes data prevista compra,1
14884,recebi porem.embalagem ruim ... mal acondicionada .. rodas n giram .. encosto c.defeito .. odiei,0
14885,produto chegou acordo esperado dentro prazo,1
14886,recebi somente maquina moer carne sendo comprei duas gostaria saber porque n veio segunda carrinho comprei tambem n chegou,0
14887,apesar n ter recebido fonte considero targaryen empresa conceituada assim continuo aguardando entrega produto atenciosamente solange mesquita,1
14888,gostei produto entregue antes prazo .. recomendo loja,1
14889,produto veio conforme anunciado recomendo todos veio antes prazo filha vai amar continuem assim valeu,1
14890,referente pedido comprei duas carenagem lado esquerdo lado direito so chego lado esquerdo faltando mado direito queria saber vai chegar,0
14891,adorei pendentes s veio pequeno defeito,1
14892,lumin rias lindas chegarm antes prazo est parab ns,1
14893,semana produto produto parou funciona simplesmente parou transmitir sinal espero loja conserte troque produto til simples ....,0
14894,chegou bem antes prazo bom recomendo,1
14895,chegou super r pido bem bonito deixou ambiente bem agrad vel recomendo,1
14896,produto pre justo exatamente igual imagem,1
14897,boa noite achei produto bom assim chegou j comecei usar recomendou produto loja parab ns shoptaime,1
14898,produto entregue antes prazo estipulado loja,1
14899,produto entregue dentro prazo pactuado produto dentro especifica es oferta,1
14900,correios alega produto extraviado j l varias vezes n localizaram produto,1
14901,entregue apenas 01 tampa mesma encontra-se defeito aberto solicita troca aguardo entrega outra,1
14902,ruim embalaram dobrado enche dif cil desamassar p ssimo ... insatisfeito produto ... desapontado,0
14903,demorou pouco demais entrega j apreensiva pq prazo esgotando adorei produto,1
14904,quero informar acho falta respeito consumir final ficar aguardando algo j pago n entregue favor resolver situa urgente estarei acionando advogada,0
14905,comprei 3 unidades produto vieram 2 unidades n corresponde comprei devido opini negativa rela vendedor pois n n cumpriu prometido venda,0
14906,r pido entrega produto dentro expectativas esperadas,1
14907,poderia r pido todo mundo quer vender via internet maioria peca prazo entrega n justificativa demorar tanto tempo,1
14908,gostei produto.entrega r pida.recomendo lojas lannister,1
14909,tudo certinho produto bom boa qualidade so pouco menor esperava,1
14910,n chegou tudo pedi consta entregue,0
14911,entrega antes prazo produto certinho .. m achei cadeira meio bamba .. nada impacte,1
14912,otimo produto loja cumpriu todos prazos super recomendo loja produto,1
14913,comprei 2 itens produto pagar 2 fretes ... acho sacanagem tamb m chegou 1 produto outro ainda n,0
14914,til necess rio necessita ficar tempo sentado,1
14915,infelizmente tentando entrar contato central atendimento n consigo n recebi produto tamb m n nenhum retorno status,0
14916,al m qualidade produto efici ncia logistica entrega,1
14917,comprei 2 travesseiros recebi apenas 1. aguardando receber outro favor verificar aconteceu,0
14918,amei produto entrega feita dentro prazo previsto,1
14919,compras fiz carrinho processaras forma separada onerando frete compras demorou demais enviada ainda n recebi produto,0
14920,ainda n chegou vou esperar at dia 26 prazo dado duas estrelas s enquanto,0
14921,p ssima empresa n entregou produto n responde solicita es cancelamento.j paguei primeira parcela n nenhum retorno,0
14922,n recebi produto ainda n obtive satisfa sobre ocorrido,0
14923,acho deveria enviar produtos juntos j nota fiscal estavamos juntas s mesmas luminarias n enviar quase semana diferenca,1
14924,produto recebido boas condi oes prazo,1
14925,recomendo produto veio at antes prazo,1
14926,obrigado aten produto entregue prazo recomendo qualquer pessoa comprar site lannister ois r pido confi vel,1
14927,luva veio grande n igual foto pedi tamanho 12oz parece veio 14oz,0
14928,produto chegou antes prazo primeira vista acabamento perfeitas condi oes durabilidade somente tempo saberei.recomendo,1
14929,v rios atrasos produto absurdo atraso aguardando provid ncias lannister.com,0
14930,paguei n vi produto at agora m s espera recebi e-mail correios dizendo n haviam recebido produto pedi cancelamento n vi dinheiro at agora,0
14931,recebi protetor celular maior tela ainda n recebi capa protetora,0
14932,pre prazo entrega satisfat rios al m variedade produtos,1
14933,pedido chegou m veio faltando item,0
14934,chegou r pido at antes data,1
14935,bom ... transportadora dentro prazo timo,1
14936,boa chegou bem rapido material ja conhe pois ja solicitei produto segunda vez,1
14937,comprei duas memoria iguais kvr16ls11/8 porem entregues memorias diferentes entregue errado kvr16s11/8,0
14938,simplesmente cancelaram compra tentaram dar explica chegar resultado satisfat rio ambas partes n recomendo,0
14939,produto entregue prazo extenso ppr sinal capa nao ficou totalmente ajustada aparelho furos cabo dados microfone audio nao est alinhados,0
14940,entrega bem antes prazo material bom gostei recomendo,1
14941,produto perfeito anuncio boa qualidade recomendo,1
14942,entrega r pido porem gostei produtos partes bonito kit parte desenho papel alguma prote poderia impermeabilizado pintado,0
14943,recebi notifica correios objeto roubado tentativa entrega solicitei cancelamento,0
14944,produto excelente chegou antes previsto excelente qualidade acabamento show,1
14945,produto veio defeito l mina dourada n corta nada esperando troca produto nova avalia,0
14946,obrigada produto chegou antes prazo bonito,1
14947,produto n entregue site n disponibiliza 0800 ligar pedindo estorno,0
14948,recomendo nunca faltou nada q encomendei confiavel competente,1
14949,infelizmente n recebi produto ent cancelei compra,0
14950,voc s enviaram produto errado comprei crucifixo 41 cm caixa imagem divino pai eterno devo fazer,0
14951,gostei produto entrega bem antes prazo,1
14952,produto entregue r pido produto bom,1
14953,produto lindo qualidade pre excelentes entrega antes prazo previsto,1
14954,papel m qualidade veio v rias folhas amassadas mal cortado,0
14955,mercadoria nao entregue conta correios desde 09/03/2018 deposito correios aguardo contato empresa tomar providencias,1
14956,n gostei pagar frete j q n entregou casa condi es parcelamento q n mostra ativada,1
14957,recomendo ressalvas pq comprei whey junto coqueteleira conf anuncio s veio whey escrevi pra loja questionando responderam,1
14958,bom entrega feita menos tempo ...,1
14959,pedido efetuado pago 06/08/2018 ainda n entregue,0
14960,produto entregue antes prazo atendeu expectativas conforme descricao produto,1
14961,produto est acordo mostrado qualidade n tima esperado produto deste pre,1
14962,produto veio trocado n deram retorno,0
14963,papel queria deveria compativel rg passaport outros documento oficias insatisfa,1
14964,gostei valeu deu td certinho obrigado,1
14965,exatamente esperava ... prazo qualidade recomendo,1
14966,bonito foto visse pessoalmente n compraria,1
14967,produto chegou perfeitas condi es bem embalado conforme descri site al m ter chegado antes prazo previsto,1
14968,horr vel experi ncia comprei entregaram faltando produto nico violando derramando l quido,0
14969,produto tima qualidade dei presente mam amou,1
14970,l mina bom cabos parecem fr geis arranham facilmente.a entrega r pida antes prazo estipulado facas s lindas uso dom stico atendem necessidades,1
14971,loja r pida porduto exatamente conforme an ncio,1
14972,recebi produto bem antes prazo informado site,1
14973,produto bonito bem acabado pre razo vel ficou lindo cozinha,1
14974,pedi produto `` fornecedor '' targaryen infelizmente n compromisso enviar produto havia fato pedido gostaria devolver produto pois senti enganada,0
14975,produto entregue conforme anunciado entregue dentro prazo,1
14976,empresa super respons vel podemos confiar,1
14977,produto chegou prazo acordo est foto m mapa n completo algumas partes n aparecem ... n gostei,0
14978,compras j fiz todas sempre chegaram prazo problemas,1
14979,produto chegou prazo veio lacre rompido embalagem n original dando impress produto usado testei est funcionando n inspirou confian,0
14980,pedido cancelado antes emiss nota fiscal pago vista v rio protocolos solicitando vale nada resolvido fiquei produto dinheiro lesado,0
14981,entrega correta m voc s entregaram duplicidade passaram duas vezes cart quero ver podemos resolver pq n preciso 2 fico aguardo,1
14982,produto chegou antes prazo entrega m n foto veio todo on gostei sim,1
14983,boa loja conforme escrevi acima compraria nela novamente,1
14984,chegou antes prazo bem embalado esperava,1
14985,superou expectativas mochila linda bem espa osa super recomendo mochila top,1
14986,mala descart vel viagem .... tr s malas s duas salva rodinha torta .. arrebite solto al froxa barato sai caro,0
14987,sempre melhor prazo entrega satisfa produto,1
14988,acompanhado evolu entrega verifique produto encontra rio janeiro desde dia 31/03 simplesmente n entregam casa status est encaminhado cee jacare,0
14989,recebi produto antes prazo final recome site,1
14990,timo produto bom acabamento est come ando nesse estudo sobre universo principalmente estudantes tima ferramenta feito v rios estudos auxilio telesc pio,1
14991,produto bonito entanto m qualidade n correspondendo esperado joia qualidade algumas manchas escuras corrente pingente,0
14992,rem dio faz parte tratamento fazendo ja vai fazer m s pedi nada quero respostas dinheiro volta,0
14993,super recomendo chegou antes prazo estimado,1
14994,fiz compra dia 05/03 prazo entrega at dia 04/04 at agora ainda n recebi produto n deram nenhuma justificativa n recomendo loja,0
14995,demora excessiva entregar mercadoria quase trinta dias,0
14996,apesar bem embalado prato j veio riscado,1
14997,dentro esperado boa comprar parabens lojista,1
14998,bom dia quero dinheiro volta n vou querer produto al m atrasado j havia pedido cancelamento pedido americana est ignorando agrade provid ncias,0
